"Email","quality","result","free","role","datID"
"headmaster@coppermill.waltham.sch.uk","bad","invalid","no","yes","57268"
"headmaster@coppice.derbyshire.sch.uk","bad","invalid","no","yes","67014"
"headmaster@coppice.shaw-education.org.uk","bad","invalid","no","yes","76913"
"headmaster@coppiceschool.net","bad","invalid","no","yes","62978"
"headmaster@copplestone-primary.devon.sch.uk","bad","invalid","no","yes","67263"
"headmaster@copthorne.derbyshire.sch.uk","bad","invalid","no","yes","67095"
"headmaster@corbridgefirst.northumberland.sch.uk","bad","invalid","no","yes","77802"
"headmaster@corbybusinessacademy.org","bad","invalid","no","yes","61165"
"headmaster@corbyprimaryacademy.org","bad","invalid","no","yes","71551"
"headmaster@cordwalles.org","bad","invalid","no","yes","73992"
"headmaster@corerockwood.academy","bad","invalid","no","yes","68108"
"headmaster@cornerstone.bexley.sch.uk","bad","invalid","no","yes","74785"
"headmaster@cornerways.org","bad","invalid","no","yes","59034"
"headmaster@corpuschristiacademy.co.uk","bad","invalid","no","yes","77186"
"headmaster@corpusleeds.org","bad","invalid","no","yes","70522"
"headmaster@corringhamprimary.com","bad","invalid","no","yes","73703"
"headmaster@corstorphine.edin.sch.uk","bad","invalid","no","yes","81690"
"headmaster@costesseyprimary.co.uk","bad","invalid","no","yes","68581"
"headmaster@coton-in-the-elms.derbyshire.sch.uk","bad","invalid","no","yes","67145"
"headmaster@countesswear.devon.sch.uk","bad","invalid","no","yes","67266"
"headmaster@countybridge.walsall.sch.uk","bad","invalid","no","yes","59738"
"headmaster@courthill.coastalpartnership.co.uk","bad","invalid","no","yes","79219"
"headmaster@covenant-christian-school.co.uk","bad","invalid","no","yes","61470"
"headmaster@cowbit.lincs.sch.uk","bad","invalid","no","yes","76128"
"headmaster@cowesec.org","bad","invalid","no","yes","74434"
"headmaster@cowley.lincs.sch.uk","bad","invalid","no","yes","76091"
"headmaster@coxgreen.com","bad","invalid","no","yes","67811"
"headmaster@coxheath.kent.sch.uk","bad","invalid","no","yes","65832"
"headmaster@cpa.worcs.sch.uk","bad","invalid","no","yes","71413"
"headmaster@cpacademy.org.uk","risky","catch_all","no","yes","68062"
"headmaster@cpswv.org","bad","invalid","no","yes","79065"
"headmaster@crackleyhall.co.uk","good","ok","no","yes","56050"
"headmaster@craigentinny.edin.sch.uk","bad","invalid","no","yes","81691"
"headmaster@craiglockhart.edin.sch.uk","bad","invalid","no","yes","81692"
"headmaster@craigmount.edin.sch.uk","bad","invalid","no","yes","81753"
"headmaster@craigourpark.edin.sch.uk","bad","invalid","no","yes","81677"
"headmaster@craigroyston.edin.sch.uk","bad","invalid","no","yes","81755"
"headmaster@craigroyston-pri.edin.sch.uk","bad","invalid","no","yes","81669"
"headmaster@cramlingtonlv.co.uk","bad","invalid","no","yes","67631"
"headmaster@cramond.edin.sch.uk","bad","invalid","no","yes","81693"
"headmaster@cranfordhouse.net","bad","invalid","no","yes","78156"
"headmaster@cranleigh.org","bad","invalid","no","yes","55856"
"headmaster@cranmeredt.org","bad","invalid","no","yes","61168"
"headmaster@cranmore.org","bad","invalid","no","yes","55921"
"headmaster@cranmore.solihull.sch.uk","bad","invalid","no","yes","59672"
"headmaster@craven-college.ac.uk","bad","invalid","no","yes","58162"
"headmaster@cravenprimaryacademy.org.uk","bad","invalid","no","yes","73838"
"headmaster@cressex.org","bad","invalid","no","yes","64414"
"headmaster@creweutc.org.uk","bad","invalid","no","yes","79149"
"headmaster@crichcarr.derbyshire.sch.uk","bad","invalid","no","yes","67188"
"headmaster@crlt.org.uk","bad","invalid","no","yes","70329"
"headmaster@crockerne.co.uk","bad","invalid","no","yes","57642"
"headmaster@croft.dalesmat.org","bad","invalid","no","yes","59170"
"headmaster@croftacademy.org","bad","invalid","no","yes","68401"
"headmaster@croftonhammond-jun.hants.sch.uk","bad","invalid","no","yes","71790"
"headmaster@croftymat.org","bad","invalid","no","yes","57625"
"headmaster@crondall.hants.sch.uk","bad","invalid","no","yes","71643"
"headmaster@crosfield.croydon.sch.uk","bad","invalid","no","yes","55811"
"headmaster@crossflatts.bradford.sch.uk","bad","invalid","no","yes","61855"
"headmaster@crowmarsh-gifford.oxon.sch.uk","bad","invalid","no","yes","78082"
"headmaster@crownlane.lambeth.sch.uk","bad","invalid","no","yes","55216"
"headmaster@croxbyprimary.co.uk","bad","invalid","no","yes","63028"
"headmaster@cset.co.uk","bad","invalid","no","yes","71158"
"headmaster@csfc.co.uk","bad","invalid","no","yes","63136"
"headmaster@ctc.ac.uk","bad","invalid","no","yes","59046"
"headmaster@ctkacademy.co.uk","bad","invalid","no","yes","76798"
"headmaster@ctkcc.co.uk","bad","invalid","no","yes","74399"
"headmaster@ctks.co.uk","bad","invalid","no","yes","55118"
"headmaster@ctksfc.ac.uk","bad","invalid","no","yes","56514"
"headmaster@cuddington.thpt.org.uk","bad","invalid","no","yes","79247"
"headmaster@cudham.bromley.sch.uk","bad","invalid","no","yes","77292"
"headmaster@cullercoatsprimaryschool.org.uk","bad","invalid","no","yes","62362"
"headmaster@cullomptoncollege.org","bad","invalid","no","yes","68671"
"headmaster@culmstock-primary.devon.sch.uk","bad","invalid","no","yes","67265"
"headmaster@cumberlandcst.org","bad","invalid","no","yes","62977"
"headmaster@cumnorhouse.com","bad","invalid","no","yes","56596"
"headmaster@cupernham-jun.hants.sch.uk","bad","invalid","no","yes","71695"
"headmaster@curdworth.warwickshire.sch.uk","bad","invalid","no","yes","66118"
"headmaster@curridge.w-berks.sch.uk","bad","invalid","no","yes","64040"
"headmaster@currie.edin.sch.uk","bad","invalid","no","yes","81781"
"headmaster@currie-pri.edin.sch.uk","bad","invalid","no","yes","81678"
"headmaster@curwen.ttlt.academy","bad","invalid","no","yes","59162"
"headmaster@cvps.paymat.org","bad","invalid","no","yes","75020"
"headmaster@cwlc.email","bad","invalid","no","yes","65134"
"headmaster@cws-croydon.co.uk","bad","invalid","no","yes","65634"
"headmaster@dallamschool.co.uk","bad","invalid","no","yes","65410"
"headmaster@dallingtonschool.co.uk","bad","invalid","no","yes","55125"
"headmaster@dalmain.lewisham.sch.uk","bad","invalid","no","yes","55262"
"headmaster@dalmeny.edin.sch.uk","bad","invalid","no","yes","81747"
"headmaster@dalry.edin.sch.uk","risky","catch_all","no","yes","81694"
"headmaster@dameallans.co.uk","bad","invalid","no","yes","62357"
"headmaster@damers.dorset.sch.uk","bad","invalid","no","yes","69957"
"headmaster@dametipping.havering.sch.uk","bad","invalid","no","yes","65891"
"headmaster@damson-wood.solihull.sch.uk","bad","invalid","no","yes","79285"
"headmaster@danby.n-yorks.sch.uk","bad","invalid","no","yes","76456"
"headmaster@daniaschool.com","bad","invalid","no","yes","73673"
"headmaster@danum.outwood.com","bad","invalid","no","yes","57995"
"headmaster@darell.richmond.sch.uk","bad","invalid","no","yes","57166"
"headmaster@darfield.outwood.com","bad","invalid","no","yes","57997"
"headmaster@darlaston.graceacademy.org.uk","bad","invalid","no","yes","62435"
"headmaster@dartfordprimary.org.uk","bad","invalid","no","yes","76983"
"headmaster@dartonacademy.org.uk","bad","invalid","no","yes","66007"
"headmaster@darulhadis.org.uk","bad","invalid","no","yes","58639"
"headmaster@darululoomleicester.org","bad","invalid","no","yes","75980"
"headmaster@darululoomlondon.com","bad","invalid","no","yes","55809"
"headmaster@darwenvale.com","bad","invalid","no","yes","76827"
"headmaster@dashwood-aspirations.org","bad","invalid","no","yes","68469"
"headmaster@daubeneyacademy.co.uk","bad","invalid","no","yes","68112"
"headmaster@dauntseys.wilts.sch.uk","good","ok","no","yes","56410"
"headmaster@davidgamecollege.com","bad","invalid","no","yes","55189"
"headmaster@davidsonsmains.edin.sch.uk","bad","invalid","no","yes","81695"
"headmaster@davinciacademy.co.uk","bad","invalid","no","yes","58105"
"headmaster@davyhulmeprimary.com","bad","invalid","no","yes","61548"
"headmaster@dawatulimaan.org","bad","invalid","no","yes","60746"
"headmaster@dawlish.waltham.sch.uk","bad","invalid","no","yes","57264"
"headmaster@dawpool.wirral.sch.uk","bad","invalid","no","yes","75512"
"headmaster@dbcps.kent.sch.uk","bad","invalid","no","yes","69874"
"headmaster@dbja.co.uk","bad","invalid","no","yes","74285"
"headmaster@dcea.org.uk","bad","invalid","no","yes","67572"
"headmaster@dchs-alnwick.org","bad","invalid","no","yes","77820"
"headmaster@deanesfieldschool.org.uk","bad","invalid","no","yes","56887"
"headmaster@deanpark.edin.sch.uk","bad","invalid","no","yes","81778"
"headmaster@deansfield.compassps.uk","bad","invalid","no","yes","57769"
"headmaster@deantrustardwick.co.uk","bad","invalid","no","yes","77286"
"headmaster@deantrustrosebridge.co.uk","bad","invalid","no","yes","67364"
"headmaster@deantrustwigan.co.uk","bad","invalid","no","yes","59481"
"headmaster@debohun.enfield.sch.uk","bad","invalid","no","yes","56714"
"headmaster@decoyschool.co.uk","bad","invalid","no","yes","67330"
"headmaster@decschool.co.uk","bad","invalid","no","yes","57616"
"headmaster@dedworthgreenfirst.com","bad","invalid","no","yes","79069"
"headmaster@deenway.org","bad","invalid","no","yes","62459"
"headmaster@deepings.anthemtrust.uk","bad","invalid","no","yes","67942"
"headmaster@deerparksecondary.org","bad","invalid","no","yes","57828"
"headmaster@deferrers.com","bad","invalid","no","yes","64738"
"headmaster@deferrerstrust.com","bad","invalid","no","yes","59495"
"headmaster@delacyacademy.org.uk","bad","invalid","no","yes","68060"
"headmaster@delvesjuniorschool.co.uk","bad","invalid","no","yes","59730"
"headmaster@deneacademy.org.uk","bad","invalid","no","yes","69605"
"headmaster@dennington.suffolk.sch.uk","bad","invalid","no","yes","65933"
"headmaster@deptfordgreen.lewisham.sch.uk","bad","invalid","no","yes","55313"
"headmaster@deptfordpark.lewisham.sch.uk","bad","invalid","no","yes","55263"
"headmaster@derwentschool.co.uk","bad","invalid","no","yes","63883"
"headmaster@desborough-college.net","bad","invalid","no","yes","70783"
"headmaster@devon.gov.uk","bad","invalid","no","yes","58941"
"headmaster@devonshire.blackpool.sch.uk","bad","invalid","no","yes","73808"
"headmaster@devonshire.sutton.sch.uk","bad","invalid","no","yes","57225"
"headmaster@devonshirepark.wirral.sch.uk","bad","invalid","no","yes","60083"
"headmaster@deyncourtprimary.com","bad","invalid","no","yes","63222"
"headmaster@dhlnw.org.uk","bad","invalid","no","yes","68521"
"headmaster@dhprep.co.uk","bad","invalid","no","yes","54914"
"headmaster@diamond-families.org.uk","bad","invalid","no","yes","65686"
"headmaster@didcotprimaryacademy.org","bad","invalid","no","yes","74286"
"headmaster@digitechstudioschool.co.uk","bad","invalid","no","yes","77444"
"headmaster@dirleton.elcschool.org.uk","risky","unknown","no","yes","81606"
"headmaster@discovery.peterborough.sch.uk","bad","invalid","no","yes","63563"
"headmaster@discoverymat.co.uk","bad","invalid","no","yes","79519"
"headmaster@discoveryspecialacademy.org.uk","bad","invalid","no","yes","65635"
"headmaster@disraeli.bucks.sch.uk","bad","invalid","no","yes","58686"
"headmaster@dittonparkacademy.co.uk","bad","invalid","no","yes","74572"
"headmaster@dixonsta.com","risky","unknown","no","yes","68257"
"headmaster@djanogly.notts.sch.uk","bad","invalid","no","yes","60788"
"headmaster@dld.org","bad","invalid","no","yes","55175"
"headmaster@dncolleges.ac.uk","bad","invalid","no","yes","58160"
"headmaster@dobcroft-inf.sheffield.sch.uk","bad","invalid","no","yes","61791"
"headmaster@dobcroft-jun.sheffield.sch.uk","bad","invalid","no","yes","61783"
"headmaster@dobcross-school.co.uk","bad","invalid","no","yes","60424"
"headmaster@dobps.net","bad","invalid","no","yes","76024"
"headmaster@dogmersfield.hants.sch.uk","bad","invalid","no","yes","71975"
"headmaster@dogsthorpeacademy.org","bad","invalid","no","yes","76660"
"headmaster@dokschool.org","bad","invalid","no","yes","55865"
"headmaster@dolphinschool.com","good","ok","no","yes","64231"
"headmaster@dolphinschoolbristol.org","bad","invalid","no","yes","68368"
"headmaster@donvalleyacademy.org.uk","bad","invalid","no","yes","67645"
"headmaster@dorchesterprimary.com","bad","invalid","no","yes","57227"
"headmaster@dore.sheffield.sch.uk","bad","invalid","no","yes","58814"
"headmaster@dorsetstudioschool.co.uk","bad","invalid","no","yes","74543"
"headmaster@dosthill.org","bad","invalid","no","yes","63241"
"headmaster@dove.staffs.sch.uk","bad","invalid","no","yes","69859"
"headmaster@dovecote.nottingham.sch.uk","bad","invalid","no","yes","60946"
"headmaster@dovelands.leicester.sch.uk","bad","invalid","no","yes","58324"
"headmaster@doverbroecks.com","bad","invalid","no","yes","75383"
"headmaster@doverparkpri.iow.sch.uk","bad","invalid","no","yes","72883"
"headmaster@downderry.lewisham.sch.uk","bad","invalid","no","yes","55264"
"headmaster@downehouse.net","bad","invalid","no","yes","64201"
"headmaster@downemanor.org.uk","bad","invalid","no","yes","56627"
"headmaster@downhamprep.co.uk","bad","invalid","no","yes","76333"
"headmaster@downland.wilts.sch.uk","bad","invalid","no","yes","56416"
"headmaster@downsbrook.org","bad","invalid","no","yes","65665"
"headmaster@drapersacademy.com","bad","invalid","no","yes","62505"
"headmaster@drapersbrookside.com","bad","invalid","no","yes","74410"
"headmaster@drapersmaylands.com","bad","invalid","no","yes","76998"
"headmaster@draytonmanorhighschool.co.uk","bad","invalid","no","yes","65425"
"headmaster@dronfield.derbyshire.sch.uk","bad","invalid","no","yes","67224"
"headmaster@drsfirstschool.co.uk","bad","invalid","no","yes","70147"
"headmaster@dr-souths.oxon.sch.uk","bad","invalid","no","yes","57956"
"headmaster@dsatredlands.org","bad","invalid","no","yes","73783"
"headmaster@dstc.kent.sch.uk","bad","invalid","no","yes","73145"
"headmaster@duddingston.edin.sch.uk","bad","invalid","no","yes","81696"
"headmaster@dukesacademy.org.uk","bad","invalid","no","yes","62796"
"headmaster@dumgal.gov.uk","bad","invalid","no","yes","81414"
"headmaster@dunbarprimary.elcschool.org.uk","bad","invalid","no","yes","81607"
"headmaster@dunchurchjuniorschool.org.uk","bad","invalid","no","yes","56036"
"headmaster@dundonald.merton.sch.uk","bad","invalid","no","yes","57019"
"headmaster@dunraven.org.uk","bad","invalid","no","yes","65315"
"headmaster@dunston.derbyshire.sch.uk","bad","invalid","no","yes","63092"
"headmaster@durhamfederation.net","bad","invalid","no","yes","75307"
"headmaster@durhamlearning.net","bad","invalid","no","yes","56448"
"headmaster@durley.hants.sch.uk","bad","invalid","no","yes","71908"
"headmaster@durring.com","bad","invalid","no","yes","74309"
"headmaster@dwightlondon.org","bad","invalid","no","yes","55715"
"headmaster@ea.edin.sch.uk","bad","invalid","no","yes","81756"
"headmaster@eaglehouseschool.com","good","ok","no","yes","64210"
"headmaster@eap.ealing.sch.uk","bad","invalid","no","yes","58645"
"headmaster@earlsterndale.derbyshire.sch.uk","bad","invalid","no","yes","67154"
"headmaster@easingwold.outwood.com","bad","invalid","no","yes","62861"
"headmaster@easingwold-pri.n-yorks.sch.uk","bad","invalid","no","yes","76373"
"headmaster@eastardsley.org.uk","bad","invalid","no","yes","78774"
"headmaster@eastayton.n-yorks.sch.uk","bad","invalid","no","yes","76400"
"headmaster@eastboldoninfants.org.uk","bad","invalid","no","yes","63642"
"headmaster@eastboldonjuniors.co.uk","bad","invalid","no","yes","63643"
"headmaster@eastbrentcofeacademy.co.uk","bad","invalid","no","yes","79543"
"headmaster@eastbrookschool.org","bad","invalid","no","yes","55626"
"headmaster@eastbury.bardaglea.org.uk","bad","invalid","no","yes","55627"
"headmaster@eastcraigs.edin.sch.uk","bad","invalid","no","yes","81745"
"headmaster@eastdunbarton.gov.uk","bad","invalid","no","yes","81544"
"headmaster@easthunsburyprimary.org","bad","invalid","no","yes","63053"
"headmaster@eastkent.ac.uk","bad","invalid","no","yes","58237"
"headmaster@eastlea.newham.sch.uk","bad","invalid","no","yes","70461"
"headmaster@eastlea.northumberland.sch.uk","bad","invalid","no","yes","77749"
"headmaster@eastleake-ac.org.uk","bad","invalid","no","yes","70859"
"headmaster@eastleigh.ac.uk","bad","invalid","no","yes","58217"
"headmaster@eastlinton.elcschool.org.uk","bad","invalid","no","yes","81608"
"headmaster@eastonroyal.excalibur.org.uk","bad","invalid","no","yes","68568"
"headmaster@eastprescotroadnursery.co.uk","bad","invalid","no","yes","59859"
"headmaster@eastsomersetfederation.co.uk","bad","invalid","no","yes","78318"
"headmaster@eastwick.thpt.org.uk","bad","invalid","no","yes","79246"
"headmaster@eastwoodvillageprimary.org","bad","invalid","no","yes","74018"
"headmaster@east-worlington-primary.devon.sch.uk","bad","invalid","no","yes","65252"
"headmaster@eat.uk.com","bad","invalid","no","yes","61339"
"headmaster@eatonparkacademy.co.uk","bad","invalid","no","yes","68506"
"headmaster@eatthatfrog.ac.uk","bad","invalid","no","yes","79165"
"headmaster@ebbhameast.staracademies.org","bad","invalid","no","yes","65636"
"headmaster@ebbolton.staracademies.org","bad","invalid","no","yes","74530"
"headmaster@ebbradford.staracademies.org","bad","invalid","no","yes","69671"
"headmaster@ebbsfleetacademy.org.uk","bad","invalid","no","yes","67722"
"headmaster@ebbsfleetgreenprimary.org.uk","bad","invalid","no","yes","70186"
"headmaster@ebmanchester.staracademies.org","bad","invalid","no","yes","62670"
"headmaster@ebor.academy","bad","invalid","no","yes","59398"
"headmaster@echline.edin.sch.uk","bad","invalid","no","yes","81673"
"headmaster@eckf.dalesmat.org","bad","invalid","no","yes","59171"
"headmaster@ecoleprevert.org.uk","bad","invalid","no","yes","55074"
"headmaster@ecschool.org.uk","bad","invalid","no","yes","78164"
"headmaster@ec-school.org.uk","bad","invalid","no","yes","58361"
"headmaster@e-ct.org.uk","bad","invalid","no","yes","79606"
"headmaster@eddiversity.blackpool.sch.uk","bad","invalid","no","yes","58649"
"headmaster@edenhurst.co.uk","bad","invalid","no","yes","78585"
"headmaster@edenparkhigh.com","bad","invalid","no","yes","59437"
"headmaster@edenspringsgirls.co.uk","bad","invalid","no","yes","63313"
"headmaster@edgebury.bromley.sch.uk","bad","invalid","no","yes","55796"
"headmaster@edinburgh.waltham.sch.uk","bad","invalid","no","yes","57256"
"headmaster@edithkayschool.com","bad","invalid","no","yes","62708"
"headmaster@edithkerrison.newham.sch.uk","bad","invalid","no","yes","57071"
"headmaster@educ.somerset.gov.uk","good","ok","no","yes","78317"
"headmaster@educ8group.com","bad","invalid","no","yes","75065"
"headmaster@educacion.gob.es","bad","invalid","no","yes","55178"
"headmaster@education-links.org","bad","invalid","no","yes","76668"
"headmaster@educationvillage.org.uk","bad","invalid","no","yes","68131"
"headmaster@edwardjennerschool.org","bad","invalid","no","yes","71511"
"headmaster@edwardpeake.beds.sch.uk","bad","invalid","no","yes","63984"
"headmaster@edward-richardson.lincs.sch.uk","bad","invalid","no","yes","76045"
"headmaster@edwardtheelder.org.uk","bad","invalid","no","yes","57894"
"headmaster@effra-school.org.uk","bad","invalid","no","yes","55194"
"headmaster@ega.eastern-mat.co.uk","bad","invalid","no","yes","74265"
"headmaster@egbham.staracademies.org","bad","invalid","no","yes","69669"
"headmaster@egcoventry.staracademies.org","bad","invalid","no","yes","74529"
"headmaster@egerton.kent.sch.uk","bad","invalid","no","yes","73098"
"headmaster@eggars.hants.sch.uk","bad","invalid","no","yes","70649"
"headmaster@egmanchester.staracademies.org","bad","invalid","no","yes","62671"
"headmaster@egpa.org.uk","bad","invalid","no","yes","73752"
"headmaster@egslough.staracademies.org","bad","invalid","no","yes","77348"
"headmaster@eifaschool.com","bad","invalid","no","yes","71073"
"headmaster@eja.dsat.education","bad","invalid","no","yes","74165"
"headmaster@ekotrust.org.uk","bad","invalid","no","yes","69659"
"headmaster@elam.co.uk","bad","invalid","no","yes","76636"
"headmaster@elatschools.co.uk","bad","invalid","no","yes","64871"
"headmaster@eldonprimary.enfield.sch.uk","bad","invalid","no","yes","56699"
"headmaster@eliotbank.lewisham.sch.uk","bad","invalid","no","yes","55289"
"headmaster@ellandacademy.org.uk","bad","invalid","no","yes","76669"
"headmaster@ellentinkham.devon.sch.uk","bad","invalid","no","yes","68704"
"headmaster@elleraypark.wirral.sch.uk","bad","invalid","no","yes","60159"
"headmaster@ellington.northumberland.sch.uk","bad","invalid","no","yes","77755"
"headmaster@ellisguilfordschool.org.uk","bad","invalid","no","yes","66186"
"headmaster@elmgreen.essex.sch.uk","bad","invalid","no","yes","69398"
"headmaster@elmsfarm.org","risky","catch_all","no","yes","57399"
"headmaster@elmsschool.co.uk","bad","invalid","no","yes","72290"
"headmaster@elmswell.suffolk.sch.uk","bad","invalid","no","yes","78599"
"headmaster@elmtree.victrust.org","bad","invalid","no","yes","75250"
"headmaster@elmwood.school","bad","invalid","no","yes","69350"
"headmaster@elp.rbksch.org","bad","invalid","no","yes","56984"
"headmaster@elston.org.uk","bad","invalid","no","yes","78706"
"headmaster@elstonallsaints.notts.sch.uk","bad","invalid","no","yes","77978"
"headmaster@elstowschool.co.uk","bad","invalid","no","yes","58083"
"headmaster@elstreeschool.org.uk","good","ok","no","yes","64216"
"headmaster@elthamce.greenwich.sch.uk","bad","invalid","no","yes","54956"
"headmaster@elvedenacademy.co.uk","bad","invalid","no","yes","71007"
"headmaster@ema.eastern-mat.co.uk","bad","invalid","no","yes","59349"
"headmaster@emanuel.org.uk","bad","invalid","no","yes","55520"
"headmaster@embley.org.uk","good","ok","no","yes","72071"
"headmaster@emcps.co.uk","bad","invalid","no","yes","74662"
"headmaster@emlm.org.uk","bad","invalid","no","yes","57991"
"headmaster@emmanuel.nottingham.sch.uk","bad","invalid","no","yes","71505"
"headmaster@emmanuelcommunityschool.co.uk","bad","invalid","no","yes","68262"
"headmaster@emmanuelctc.org.uk","risky","catch_all","no","yes","62314"
"headmaster@emmausmac.com","bad","invalid","no","yes","77318"
"headmaster@employabilitysolutions.com","bad","invalid","no","yes","63286"
"headmaster@emps.school","bad","invalid","no","yes","55367"
"headmaster@emscoteschool.org","bad","invalid","no","yes","74903"
"headmaster@emsworth.hants.sch.uk","bad","invalid","no","yes","71888"
"headmaster@enborne.w-berks.sch.uk","bad","invalid","no","yes","64126"
"headmaster@endeavour.lseat.org.uk","bad","invalid","no","yes","59383"
"headmaster@endeavouracademy.co.uk","bad","invalid","no","yes","76647"
"headmaster@energycoastutc.co.uk","bad","invalid","no","yes","74211"
"headmaster@enlutc.co.uk","bad","invalid","no","yes","77481"
"headmaster@eppsa.org.uk","bad","invalid","no","yes","65136"
"headmaster@epworthprimary-iet.co.uk","bad","invalid","no","yes","70641"
"headmaster@erdington.fmat.co.uk","bad","invalid","no","yes","79615"
"headmaster@esa.ac","bad","invalid","no","yes","71221"
"headmaster@esc.ac.uk","bad","invalid","no","yes","58276"
"headmaster@eskdale-school.co.uk","bad","invalid","no","yes","76554"
"headmaster@eslandcare.co.uk","bad","invalid","no","yes","62455"
"headmaster@espa.org.uk","bad","invalid","no","yes","58695"
"headmaster@espritmat.org","bad","invalid","no","yes","57661"
"headmaster@estcourtprimary.org.uk","bad","invalid","no","yes","74312"
"headmaster@eternallightschool.co.uk","bad","invalid","no","yes","62563"
"headmaster@ethelbert.net","bad","invalid","no","yes","58531"
"headmaster@ethelred-school.org.uk","bad","invalid","no","yes","55195"
"headmaster@etruscan.org.uk","bad","invalid","no","yes","66124"
"headmaster@europaschool.uk","bad","invalid","no","yes","68270"
"headmaster@evelinedayschool.com","bad","invalid","no","yes","55527"
"headmaster@evelyngraceacademy.org","bad","invalid","no","yes","61197"
"headmaster@everestcommunityacademy.org","bad","invalid","no","yes","62989"
"headmaster@evergreenprimary.academy","bad","invalid","no","yes","65820"
"headmaster@evergreenprimary.org.uk","bad","invalid","no","yes","55075"
"headmaster@evertonfreeschool.com","bad","invalid","no","yes","68370"
"headmaster@evolveacademy.org.uk","bad","invalid","no","yes","75469"
"headmaster@ewoa.co.uk","bad","invalid","no","yes","57902"
"headmaster@ewps.org.uk","bad","invalid","no","yes","63877"
"headmaster@ewsacademy.org.uk","bad","invalid","no","yes","57602"
"headmaster@ewyas-harold.hereford.sch.uk","bad","invalid","no","yes","72160"
"headmaster@excelacademy.info","bad","invalid","no","yes","74238"
"headmaster@exetercs.org","good","ok","no","yes","68678"
"headmaster@exevalleyfederation.org.uk","bad","invalid","no","yes","67260"
"headmaster@expansegroup.co.uk","bad","invalid","no","yes","63129"
"headmaster@eyeprimarysuffolk.org","bad","invalid","no","yes","63476"
"headmaster@eykecevcprimary.org","bad","invalid","no","yes","57721"
"headmaster@fairfax.fmat.co.uk","bad","invalid","no","yes","65152"
"headmaster@fairfieldparklower.uk","bad","invalid","no","yes","61023"
"headmaster@fairfieldresidential.co.uk","bad","invalid","no","yes","62594"
"headmaster@fairfields.hants.sch.uk","bad","invalid","no","yes","71870"
"headmaster@fairfieldsprimary.co.uk","bad","invalid","no","yes","57850"
"headmaster@fairlawn.lewisham.sch.uk","bad","invalid","no","yes","55288"
"headmaster@fairlawnschoolbristol.org","bad","invalid","no","yes","73923"
"headmaster@fairoak-jun.hants.sch.uk","bad","invalid","no","yes","71736"
"headmaster@fairways.southend.sch.uk","bad","invalid","no","yes","69212"
"headmaster@fairways-school.org","bad","invalid","no","yes","61125"
"headmaster@fakenhamacademy.org","bad","invalid","no","yes","71352"
"headmaster@faldingworth.lincs.sch.uk","bad","invalid","no","yes","76025"
"headmaster@falkirk.gov.uk","bad","invalid","no","yes","81787"
"headmaster@farfield.bradford.sch.uk","bad","invalid","no","yes","61847"
"headmaster@farnborough.ac.uk","bad","invalid","no","yes","62927"
"headmaster@farnhamgreen.org.uk","bad","invalid","no","yes","62915"
"headmaster@farringdonca.net","bad","invalid","no","yes","71571"
"headmaster@fawoodcc.brent.sch.uk","bad","invalid","no","yes","55738"
"headmaster@fazakerley-pri.liverpool.sch.uk","bad","invalid","no","yes","58667"
"headmaster@fb-pru.wandsworth.sch.uk","bad","invalid","no","yes","55471"
"headmaster@fcrt.ac.uk","bad","invalid","no","yes","58705"
"headmaster@fed-mas.n-yorks.sch.uk","bad","invalid","no","yes","76475"
"headmaster@fedstbb.org.uk","bad","invalid","no","yes","55238"
"headmaster@felsted.org","bad","invalid","no","yes","69388"
"headmaster@felton.northumberland.sch.uk","bad","invalid","no","yes","77792"
"headmaster@feltonfleet.co.uk","bad","invalid","no","yes","55883"
"headmaster@fender.wirral.sch.uk","bad","invalid","no","yes","60112"
"headmaster@fermorschool.org.uk","bad","invalid","no","yes","78917"
"headmaster@fernhillschool.org.uk","bad","invalid","no","yes","72043"
"headmaster@fernhouseschool.org","bad","invalid","no","yes","63079"
"headmaster@fernmid.dorset.sch.uk","bad","invalid","no","yes","70407"
"headmaster@ferryhill.edin.sch.uk","bad","invalid","no","yes","81784"
"headmaster@ferrylane.haringey.sch.uk","bad","invalid","no","yes","56776"
"headmaster@fhes.org.uk","bad","invalid","no","yes","59482"
"headmaster@ficedu.org","bad","invalid","no","yes","79714"
"headmaster@filey-jun.n-yorks.sch.uk","bad","invalid","no","yes","76440"
"headmaster@filtonavenue.com","bad","invalid","no","yes","70602"
"headmaster@filtonhillprimary.co.uk","bad","invalid","no","yes","79610"
"headmaster@fintonhouse.org.uk","good","ok","no","yes","55525"
"headmaster@fircroft.ac.uk","bad","invalid","no","yes","56537"
"headmaster@firrhill.edin.sch.uk","bad","invalid","no","yes","81757"
"headmaster@firs.academy","bad","invalid","no","yes","79321"
"headmaster@firstfederation.org.uk","bad","invalid","no","yes","75269"
"headmaster@firthmoor.darlington.sch.uk","bad","invalid","no","yes","68161"
"headmaster@firthparkacademy.org","bad","invalid","no","yes","71149"
"headmaster@fir-tree.oxon.sch.uk","bad","invalid","no","yes","63436"
"headmaster@firwood.bolton.sch.uk","bad","invalid","no","yes","66076"
"headmaster@fishergateschool.com","bad","invalid","no","yes","76351"
"headmaster@fiskerton.lincs.sch.uk","bad","invalid","no","yes","76102"
"headmaster@five-acre.kent.sch.uk","bad","invalid","no","yes","73248"
