Email,result,datID,EmailDomain,NamingFormat
head@margaretmcmillan.islington.sch.uk,catch_all,55081,margaretmcmillan.islington.sch.uk,1
head@margaretroper.croydon.sch.uk,ok,55838,margaretroper.croydon.sch.uk,1
head@marinepark.s-tyneside.sch.uk,invalid,63636,marinepark.s-tyneside.sch.uk,1
head@marishandwillow.co.uk,ok,71047,marishandwillow.co.uk,1
head@marketdrayton-jun.shropshire.sch.uk,ok,63564,marketdrayton-jun.shropshire.sch.uk,1
head@marketfield.essex.sch.uk,ok,57759,marketfield.essex.sch.uk,1
head@marlborough.hants.sch.uk,invalid,71830,marlborough.hants.sch.uk,1
head@marlborough.hounslow.sch.uk,ok,56950,marlborough.hounslow.sch.uk,1
head@marlboroughprimaryschool.co.uk,invalid,63688,marlboroughprimaryschool.co.uk,1
head@marlbrook.hereford.sch.uk,invalid,72167,marlbrook.hereford.sch.uk,1
head@marlow-infant.bucks.sch.uk,invalid,64376,marlow-infant.bucks.sch.uk,1
head@marlpool-jun.derbyshire.sch.uk,invalid,67012,marlpool-jun.derbyshire.sch.uk,1
head@marner.towerhamlets.sch.uk,ok,55422,marner.towerhamlets.sch.uk,1
head@marsdenprimary.org.uk,invalid,63641,marsdenprimary.org.uk,1
head@marshacademy.org.uk,invalid,61156,marshacademy.org.uk,1
head@marshbaldonschool.co.uk,ok,78081,marshbaldonschool.co.uk,1
head@marshchapel.lincs.sch.uk,invalid,76032,marshchapel.lincs.sch.uk,1
head@marshfieldprimary.org.uk,catch_all,63785,marshfieldprimary.org.uk,1
head@marsworth.bucks.sch.uk,ok,64394,marsworth.bucks.sch.uk,1
head@martenscroft.manchester.sch.uk,ok,60300,martenscroft.manchester.sch.uk,1
head@marthamacademy.co.uk,ok,64693,marthamacademy.co.uk,1
head@martinbacon.academy,ok,70034,martinbacon.academy,1
head@martinhigh.org.uk,invalid,67907,martinhigh.org.uk,1
head@martinprimary.barnetmail.net,ok,61119,martinprimary.barnetmail.net,1
head@martinshaw.leics.sch.uk,invalid,75849,martinshaw.leics.sch.uk,1
head@martleshamacademy.org,invalid,77390,martleshamacademy.org,1
head@marusbridge.co.uk,invalid,57674,marusbridge.co.uk,1
head@marvelslane.lewisham.sch.uk,invalid,55279,marvelslane.lewisham.sch.uk,1
head@maryastellacademy.co.uk,invalid,59346,maryastellacademy.co.uk,1
head@marybassett.co.uk,invalid,63919,marybassett.co.uk,1
head@marydeans.plymouth.sch.uk,invalid,68649,marydeans.plymouth.sch.uk,1
head@mary-elliot.walsall.sch.uk,invalid,77601,mary-elliot.walsall.sch.uk,1
head@maryexton.herts.sch.uk,catch_all,72493,maryexton.herts.sch.uk,1
head@maryhare.org.uk,invalid,64237,maryhare.org.uk,1
head@marymag.brent.sch.uk,ok,55777,marymag.brent.sch.uk,1
head@marypatersonnurseryschool.co.uk,invalid,55543,marypatersonnurseryschool.co.uk,1
head@marywebbschool.com,ok,66163,marywebbschool.com,1
head@mascallsacademy.org.uk,invalid,65093,mascallsacademy.org.uk,1
head@masonmoorprimary.co.uk,ok,71891,masonmoorprimary.co.uk,1
head@matlockbath.derbyshire.sch.uk,ok,67168,matlockbath.derbyshire.sch.uk,1
head@matthewarnold.co.uk,ok,59876,matthewarnold.co.uk,1
head@matthew-arnold.surrey.sch.uk,invalid,70690,matthew-arnold.surrey.sch.uk,1
head@mattishallprimary.org.uk,ok,59348,mattishallprimary.org.uk,1
head@maudsley-bethlemhospital.southwark.sch.uk,ok,55396,maudsley-bethlemhospital.southwark.sch.uk,1
head@mawney.havering.sch.uk,ok,58533,mawney.havering.sch.uk,1
head@mawsley.northants-ecl.gov.uk,ok,60768,mawsley.northants-ecl.gov.uk,1
head@maxilla.rbkc.sch.uk,catch_all,55132,maxilla.rbkc.sch.uk,1
head@mayfield.cambs.sch.uk,ok,64503,mayfield.cambs.sch.uk,1
head@mayfieldhouseschool.co.uk,ok,70475,mayfieldhouseschool.co.uk,1
head@mayfieldprep.co.uk,invalid,59772,mayfieldprep.co.uk,1
head@mayfield-primary.org,invalid,78864,mayfield-primary.org,1
head@mayflower.leicester.sch.uk,invalid,75885,mayflower.leicester.sch.uk,1
head@mayflower.towerhamlets.sch.uk,ok,55423,mayflower.towerhamlets.sch.uk,1
head@mayflowerfederation.org.uk,catch_all,55361,mayflowerfederation.org.uk,1
head@mayflowerprimary.com,ok,69185,mayflowerprimary.com,1
head@maynard.co.uk,invalid,68696,maynard.co.uk,1
head@maypark.excalibur.org.uk,invalid,67497,maypark.excalibur.org.uk,1
head@maypole.kent.sch.uk,invalid,72903,maypole.kent.sch.uk,1
head@maytree-school.org.uk,invalid,55196,maytree-school.org.uk,1
head@mca.manchester.sch.uk,invalid,62512,mca.manchester.sch.uk,1
head@mcgprimaryschool.org,invalid,67580,mcgprimaryschool.org,1
head@mcmillan.hull.sch.uk,ok,72702,mcmillan.hull.sch.uk,1
head@mcmillan.lancs.sch.uk,ok,73272,mcmillan.lancs.sch.uk,1
head@mcmillanecc.org.uk,catch_all,56882,mcmillanecc.org.uk,1
head@meacad.org.uk,invalid,62402,meacad.org.uk,1
head@meacentral.org.uk,catch_all,62681,meacentral.org.uk,1
head@mead.havering.sch.uk,invalid,56866,mead.havering.sch.uk,1
head@meadehill.manchester.sch.uk,invalid,60399,meadehill.manchester.sch.uk,1
head@meadhurst.thpt.org.uk,ok,65961,meadhurst.thpt.org.uk,1
head@meadlands.richmond.sch.uk,invalid,57175,meadlands.richmond.sch.uk,1
head@meadow.sandwell.sch.uk,invalid,59643,meadow.sandwell.sch.uk,1
head@meadowbrook.uk,invalid,64234,meadowbrook.uk,1
head@meadowbrookcollege.org,invalid,77151,meadowbrookcollege.org,1
head@meadowburn.e-dunbarton.sch.uk,catch_all,81576,meadowburn.e-dunbarton.sch.uk,1
head@meadowcroftschool.com,invalid,61112,meadowcroftschool.com,1
head@meadowfarm.derby.sch.uk,ok,67118,meadowfarm.derby.sch.uk,1
head@meadowfield.kent.sch.uk,invalid,60927,meadowfield.kent.sch.uk,1
head@meadowgate.cambs.sch.uk,ok,58095,meadowgate.cambs.sch.uk,1
head@meadowside.tcat.uk.com,ok,70016,meadowside.tcat.uk.com,1
head@meadowsideschool.com,invalid,60160,meadowsideschool.com,1
head@meadowsschool.org.uk,invalid,73235,meadowsschool.org.uk,1
head@meadroad.info,invalid,77403,meadroad.info,1
head@meare.school,invalid,78323,meare.school,1
head@measham.leics.sch.uk,catch_all,70966,measham.leics.sch.uk,1
head@meathschool.org.uk,invalid,55952,meathschool.org.uk,1
head@mechina.co.uk,invalid,62657,mechina.co.uk,1
head@medinahouse.iow.sch.uk,ok,72901,medinahouse.iow.sch.uk,1
head@mehriaschool.org,invalid,60798,mehriaschool.org,1
head@melbourne-jun.derbyshire.sch.uk,invalid,67033,melbourne-jun.derbyshire.sch.uk,1
head@melbury.merton.sch.uk,invalid,57068,melbury.merton.sch.uk,1
head@melior.org.uk,invalid,70931,melior.org.uk,1
head@melkshamoak.wilts.sch.uk,invalid,66021,melkshamoak.wilts.sch.uk,1
head@mellisprimaryschool.org,invalid,57888,mellisprimaryschool.org,1
head@melsonby.n-yorks.sch.uk,invalid,76493,melsonby.n-yorks.sch.uk,1
head@mendell.wirral.sch.uk,invalid,60100,mendell.wirral.sch.uk,1
head@menorahgrammar.barnet.sch.uk,ok,55713,menorahgrammar.barnet.sch.uk,1
head@menphyscentre.leics.sch.uk,invalid,78963,menphyscentre.leics.sch.uk,1
head@menuhinschool.co.uk,ok,55929,menuhinschool.co.uk,1
head@meoninfantschool.org.uk,invalid,65850,meoninfantschool.org.uk,1
head@meor.co.uk,invalid,74688,meor.co.uk,1
head@meppershallacad.org,invalid,74832,meppershallacad.org,1
head@merchanttaylors.com,invalid,60071,merchanttaylors.com,1
head@merciaschool.com,invalid,65648,merciaschool.com,1
head@merebrow.lancs.sch.uk,ok,75648,merebrow.lancs.sch.uk,1
head@mereside.shropshire.sch.uk,catch_all,67589,mereside.shropshire.sch.uk,1
head@meridianhigh.london,invalid,57918,meridianhigh.london,1
head@meritpru-stoke.org.uk,invalid,60755,meritpru-stoke.org.uk,1
head@merlinschool.net,invalid,55517,merlinschool.net,1
head@merridaleprimary.co.uk,invalid,59803,merridaleprimary.co.uk,1
head@merrydale-inf.leicester.sch.uk,invalid,75886,merrydale-inf.leicester.sch.uk,1
head@merrylands-pri.essex.sch.uk,catch_all,79427,merrylands-pri.essex.sch.uk,1
head@merseypa.org.uk,invalid,73631,merseypa.org.uk,1
head@merseypark.wirral.sch.uk,invalid,60114,merseypark.wirral.sch.uk,1
head@merton.bepschools.org,invalid,70733,merton.bepschools.org,1
head@merton-jun.hants.sch.uk,invalid,71740,merton-jun.hants.sch.uk,1
head@messingprimaryschool.co.uk,invalid,71083,messingprimaryschool.co.uk,1
head@metacademies.org.uk,invalid,66264,metacademies.org.uk,1
head@meyseyhampton.gloucs.sch.uk,ok,69513,meyseyhampton.gloucs.sch.uk,1
head@mgcollege.co.uk,ok,56271,mgcollege.co.uk,1
head@mgjs.org,ok,79745,mgjs.org,1
head@mhi.org.uk,ok,55660,mhi.org.uk,1
head@michaelchurch-escley.hereford.sch.uk,ok,72175,michaelchurch-escley.hereford.sch.uk,1
head@michael-syddall.n-yorks.sch.uk,invalid,76535,michael-syddall.n-yorks.sch.uk,1
head@micklefieldschool.co.uk,invalid,55882,micklefieldschool.co.uk,1
head@micklem.herts.sch.uk,ok,72431,micklem.herts.sch.uk,1
head@mickley.northumberland.sch.uk,invalid,67478,mickley.northumberland.sch.uk,1
head@middleton.norfolk.sch.uk,ok,77097,middleton.norfolk.sch.uk,1
head@middlewichpri.cheshire.sch.uk,ok,58632,middlewichpri.cheshire.sch.uk,1
head@middtech.com,invalid,79533,middtech.com,1
head@midfield.bromley.sch.uk,ok,77051,midfield.bromley.sch.uk,1
head@midkent.ac.uk,invalid,58235,midkent.ac.uk,1
head@midlandat.co.uk,invalid,62546,midlandat.co.uk,1
head@migsg.miet.uk,invalid,56473,migsg.miet.uk,1
head@milborne.dorset.sch.uk,invalid,77209,milborne.dorset.sch.uk,1
head@milbournelodge.co.uk,invalid,55864,milbournelodge.co.uk,1
head@milburn.cumbria.sch.uk,ok,66776,milburn.cumbria.sch.uk,1
head@milecastle.newcastle.sch.uk,invalid,62330,milecastle.newcastle.sch.uk,1
head@milecrossprimary.norfolk.sch.uk,ok,60988,milecrossprimary.norfolk.sch.uk,1
head@milestone.sandmat.uk,ok,69599,milestone.sandmat.uk,1
head@milestoneacademy.org.uk,invalid,67951,milestoneacademy.org.uk,1
head@milford.derbyshire.sch.uk,invalid,67131,milford.derbyshire.sch.uk,1
head@millbayacademy.org,invalid,70218,millbayacademy.org,1
head@millbrook.vale-academy.org,ok,76864,millbrook.vale-academy.org,1
head@millbrookparkschool.ldbsact.org,ok,74212,millbrookparkschool.ldbsact.org,1
head@milldown.dsat.org.uk,ok,65867,milldown.dsat.org.uk,1
head@millennium-maritime.org,invalid,79433,millennium-maritime.org,1
head@millfields.wirral.sch.uk,invalid,62486,millfields.wirral.sch.uk,1
head@millfields.worcs.sch.uk,ok,72152,millfields.worcs.sch.uk,1
head@millfieldschool.com,invalid,78446,millfieldschool.com,1
head@millhill.hants.sch.uk,invalid,56476,millhill.hants.sch.uk,1
head@mill-lodge.solihull.sch.uk,invalid,59682,mill-lodge.solihull.sch.uk,1
head@millom.cumbria.sch.uk,invalid,66913,millom.cumbria.sch.uk,1
head@millom-inf.cumbria.sch.uk,ok,66758,millom-inf.cumbria.sch.uk,1
head@millrythe-inf.hants.sch.uk,invalid,72062,millrythe-inf.hants.sch.uk,1
head@millrythe-jun.hants.sch.uk,invalid,71672,millrythe-jun.hants.sch.uk,1
head@millview.cheshire.sch.uk,ok,77057,millview.cheshire.sch.uk,1
head@millwater.devon.sch.uk,ok,68706,millwater.devon.sch.uk,1
head@milton.cambs.sch.uk,ok,57858,milton.cambs.sch.uk,1
head@miltonabbey.co.uk,ok,68793,miltonabbey.co.uk,1
head@miltoncross-tkat.org,ok,74215,miltoncross-tkat.org,1
head@miltonhall.southend.sch.uk,invalid,69376,miltonhall.southend.sch.uk,1
head@miltonkeynesacademy.org.uk,invalid,61318,miltonkeynesacademy.org.uk,1
head@miltonschool.org.uk,invalid,59202,miltonschool.org.uk,1
head@milvertonprimary.co.uk,invalid,78344,milvertonprimary.co.uk,1
head@minetjunior.org.uk,ok,56896,minetjunior.org.uk,1
head@minsterinfants.co.uk,invalid,75214,minsterinfants.co.uk,1
head@minsterley.shropshire.sch.uk,ok,78191,minsterley.shropshire.sch.uk,1
head@minsthorpe.cc,invalid,65240,minsthorpe.cc,1
head@mjps.org.uk,unknown,71443,mjps.org.uk,1
head@mjs.huishmat.org,invalid,69842,mjs.huishmat.org,1
head@mket.org.uk,invalid,65089,mket.org.uk,1
head@mmc.bromley.sch.uk,catch_all,55810,mmc.bromley.sch.uk,1
head@mmps.miet.uk,invalid,60393,mmps.miet.uk,1
head@moat.academy,invalid,59444,moat.academy,1
head@moathouse.coventry.sch.uk,invalid,59031,moathouse.coventry.sch.uk,1
head@moggerhangerprimary.co.uk,invalid,63896,moggerhangerprimary.co.uk,1
head@moldgreenprimary.co.uk,ok,62006,moldgreenprimary.co.uk,1
head@monega.boleyntrust.org,invalid,63082,monega.boleyntrust.org,1
head@monkchesterroad.newcastle.sch.uk,invalid,62318,monkchesterroad.newcastle.sch.uk,1
head@monkenhadley.barnetmail.net,ok,55674,monkenhadley.barnetmail.net,1
head@monkfrithschool.co.uk,invalid,55658,monkfrithschool.co.uk,1
head@monkscoppenhall.cheshire.sch.uk,ok,78999,monkscoppenhall.cheshire.sch.uk,1
head@monksmoorceprimary.co.uk,invalid,66040,monksmoorceprimary.co.uk,1
head@monksorchard.co.uk,invalid,65924,monksorchard.co.uk,1
head@monkton.org.uk,invalid,63842,monkton.org.uk,1
head@monktonacademy.co.uk,invalid,68078,monktonacademy.co.uk,1
head@monkwickinfant.school,invalid,74331,monkwickinfant.school,1
head@montaguacademy.org.uk,invalid,65670,montaguacademy.org.uk,1
head@montessorigranthamfarm.co.uk,invalid,60704,montessorigranthamfarm.co.uk,1
head@montgomery.fcat.org.uk,catch_all,68028,montgomery.fcat.org.uk,1
head@montgomeryprimaryacademy.org,invalid,70772,montgomeryprimaryacademy.org,1
head@montpschool.org,invalid,61274,montpschool.org,1
head@montreal.cumbria.sch.uk,ok,58819,montreal.cumbria.sch.uk,1
head@moonhall.co.uk,ok,55901,moonhall.co.uk,1
head@moonsmoat.worcs.sch.uk,ok,72191,moonsmoat.worcs.sch.uk,1
head@moorcroftschool.co.uk,catch_all,68181,moorcroftschool.co.uk,1
head@moorfieldschool.co.uk,invalid,61893,moorfieldschool.co.uk,1
head@moorgate.lancs.sch.uk,ok,73262,moorgate.lancs.sch.uk,1
head@moorgateacademy.co.uk,invalid,74558,moorgateacademy.co.uk,1
head@moorgreenacademy.org,invalid,70886,moorgreenacademy.org,1
head@moorhouseacademy.co.uk,ok,74653,moorhouseacademy.co.uk,1
head@mooringswayinfantschool.org.uk,invalid,59536,mooringswayinfantschool.org.uk,1
head@moorlands.dneat.org,ok,73853,moorlands.dneat.org,1
head@moorlands.reading.sch.uk,ok,64034,moorlands.reading.sch.uk,1
head@moorlandsnurseryschool.co.uk,ok,56420,moorlandsnurseryschool.co.uk,1
head@moorlandsprimary.org.uk,catch_all,61026,moorlandsprimary.org.uk,1
head@moorlandwaldorf.org,invalid,76585,moorlandwaldorf.org,1
head@moornook.lancs.sch.uk,ok,73377,moornook.lancs.sch.uk,1
head@moor-park.blackpool.sch.uk,ok,60992,moor-park.blackpool.sch.uk,1
head@moorside-pri.lancs.sch.uk,ok,73395,moorside-pri.lancs.sch.uk,1
head@moorsway.devon.sch.uk,invalid,68603,moorsway.devon.sch.uk,1
head@moray-edunet.gov.uk,invalid,82471,moray-edunet.gov.uk,1
head@morecambebayacademy.co.uk,invalid,69598,morecambebayacademy.co.uk,1
head@moreland.islington.sch.uk,invalid,55095,moreland.islington.sch.uk,1
head@morland.suffolk.sch.uk,ok,65615,morland.suffolk.sch.uk,1
head@morlandarea.cumbria.sch.uk,catch_all,66877,morlandarea.cumbria.sch.uk,1
head@morleyplace.org.uk,invalid,78809,morleyplace.org.uk,1
head@morpethfirst.northumberland.sch.uk,invalid,77759,morpethfirst.northumberland.sch.uk,1
head@mortimerprimary.co.uk,invalid,63635,mortimerprimary.co.uk,1
head@mosborough.sheffield.sch.uk,invalid,61786,mosborough.sheffield.sch.uk,1
head@mossfordgreen.redbridge.sch.uk,ok,57121,mossfordgreen.redbridge.sch.uk,1
head@mosshalljnr.barnetmail.net,ok,55659,mosshalljnr.barnetmail.net,1
head@mosshallnursery.barnetmail.net,ok,55632,mosshallnursery.barnetmail.net,1
head@mossleyhollins.com,invalid,61521,mossleyhollins.com,1
head@mosspits.com,ok,65068,mosspits.com,1
head@mosterton.dorset.sch.uk,invalid,68754,mosterton.dorset.sch.uk,1
head@motcombe.e-sussex.sch.uk,catch_all,69017,motcombe.e-sussex.sch.uk,1
head@moulton.ac.uk,invalid,58258,moulton.ac.uk,1
head@mount.notts.sch.uk,ok,74891,mount.notts.sch.uk,1
head@mountcameron-pri.s-lanark.sch.uk,catch_all,83156,mountcameron-pri.s-lanark.sch.uk,1
head@mountcarmel.ealing.sch.uk,catch_all,56660,mountcarmel.ealing.sch.uk,1
head@mountcarmelhigh.lancs.sch.uk,ok,75794,mountcarmelhigh.lancs.sch.uk,1
head@mountfieldheathschool.co.uk,invalid,65709,mountfieldheathschool.co.uk,1
head@mountkelly.com,invalid,68682,mountkelly.com,1
head@mountschoolyork.co.uk,invalid,76572,mountschoolyork.co.uk,1
head@mountsorrelschool.org.uk,invalid,76740,mountsorrelschool.org.uk,1
head@mountstreetpri.co.uk,invalid,65816,mountstreetpri.co.uk,1
head@mowden.darlington.sch.uk,ok,68196,mowden.darlington.sch.uk,1
head@moylescourt.co.uk,invalid,72097,moylescourt.co.uk,1
head@mpa.clf.uk,invalid,70708,mpa.clf.uk,1
head@mpacademy.org.uk,invalid,70790,mpacademy.org.uk,1
head@mpjs.org.uk,ok,71815,mpjs.org.uk,1
head@mps.bham.sch.uk,catch_all,66295,mps.bham.sch.uk,1
head@mrsblands.w-berks.sch.uk,invalid,64085,mrsblands.w-berks.sch.uk,1
head@mspru.manchester.sch.uk,invalid,65006,mspru.manchester.sch.uk,1
head@muchmarcle.hereford.sch.uk,invalid,72262,muchmarcle.hereford.sch.uk,1
head@muchwoolton.co.uk,invalid,59901,muchwoolton.co.uk,1
head@mugginton.derbyshire.sch.uk,invalid,67184,mugginton.derbyshire.sch.uk,1
head@mul.org.uk,invalid,58969,mul.org.uk,1
head@mulbartonprimary.norfolk.sch.uk,ok,76245,mulbartonprimary.norfolk.sch.uk,1
head@mulberryacademyshoreditch.org,invalid,67882,mulberryacademyshoreditch.org,1
head@mulberryschoolstrust.org,ok,75189,mulberryschoolstrust.org,1
head@mulberryutc.org,invalid,62682,mulberryutc.org,1
head@muloom.org.uk,invalid,59052,muloom.org.uk,1
head@mundella.kent.sch.uk,invalid,74887,mundella.kent.sch.uk,1
head@mundella.sheffield.sch.uk,ok,61778,mundella.sheffield.sch.uk,1
head@murielgreen.herts.sch.uk,ok,60707,murielgreen.herts.sch.uk,1
head@murrayburn.edin.sch.uk,invalid,81711,murrayburn.edin.sch.uk,1
head@mursley.bucks.sch.uk,invalid,64385,mursley.bucks.sch.uk,1
head@music-projects.com,invalid,74902,music-projects.com,1
head@musicstuffeducation.org,invalid,67954,musicstuffeducation.org,1
head@musselburghburgh.elcschool.org.uk,invalid,81594,musselburghburgh.elcschool.org.uk,1
head@mv16.org.uk,invalid,63016,mv16.org.uk,1
head@mvfs.org.uk,invalid,65182,mvfs.org.uk,1
head@mvla.co.uk,catch_all,77564,mvla.co.uk,1
head@mvwacademy.co.uk,ok,73793,mvwacademy.co.uk,1
head@mwacademy.co.uk,invalid,69934,mwacademy.co.uk,1
head@mwps.thlt.academy,invalid,74775,mwps.thlt.academy,1
head@myddle.shropshire.sch.uk,catch_all,78242,myddle.shropshire.sch.uk,1
head@mylnhurst.co.uk,invalid,61822,mylnhurst.co.uk,1
head@myrtlepark.bradford.sch.uk,invalid,61889,myrtlepark.bradford.sch.uk,1
head@mytonpark.org.uk,invalid,58906,mytonpark.org.uk,1
head@naimajps.co.uk,invalid,55594,naimajps.co.uk,1
head@nansledanschool.org,ok,67565,nansledanschool.org,1
head@napier-tkat.org,ok,76722,napier-tkat.org,1
head@nap-walt.bucks.sch.uk,unknown,64349,nap-walt.bucks.sch.uk,1
head@narborough.norfolk.sch.uk,ok,78811,narborough.norfolk.sch.uk,1
head@nassington.northants-ecl.gov.uk,ok,77645,nassington.northants-ecl.gov.uk,1
head@nationalacademy.org.uk,catch_all,65369,nationalacademy.org.uk,1
head@navigationprimary.com,ok,61529,navigationprimary.com,1
head@nbs.herts.sch.uk,ok,67999,nbs.herts.sch.uk,1
head@nc.huish.education,invalid,63460,nc.huish.education,1
head@ncc.brent.sch.uk,invalid,55786,ncc.brent.sch.uk,1
head@ncclondon.ac.uk,invalid,56515,ncclondon.ac.uk,1
head@ncdat.org.uk,invalid,65007,ncdat.org.uk,1
head@ncl.gdst.net,invalid,62353,ncl.gdst.net,1
head@nclt.ac.uk,unknown,62661,nclt.ac.uk,1
head@ne.as.org.uk,invalid,63699,ne.as.org.uk,1
head@ne.sparkofgenius.com,invalid,73924,ne.sparkofgenius.com,1
head@neale-wade.org,invalid,71097,neale-wade.org,1
head@ne-as.org.uk,invalid,58769,ne-as.org.uk,1
head@neatat.org.uk,invalid,59267,neatat.org.uk,1
head@neatherd.org,ok,59307,neatherd.org,1
head@nefuturesutc.co.uk,invalid,65651,nefuturesutc.co.uk,1
head@nellgwynn.southwark.sch.uk,invalid,55332,nellgwynn.southwark.sch.uk,1
head@nelson.newham.sch.uk,invalid,63192,nelson.newham.sch.uk,1
head@nelsongroup.ac.uk,invalid,58242,nelsongroup.ac.uk,1
head@nenegate.peterborough.sch.uk,ok,75405,nenegate.peterborough.sch.uk,1
head@nenerjs.org,ok,73841,nenerjs.org,1
head@nessss.surrey.sch.uk,ok,62415,nessss.surrey.sch.uk,1
head@neston.wilts.sch.uk,ok,56283,neston.wilts.sch.uk,1
head@netherburn-pri.s-lanark.sch.uk,catch_all,83124,netherburn-pri.s-lanark.sch.uk,1
head@nethercurrie.edin.sch.uk,invalid,81777,nethercurrie.edin.sch.uk,1
head@netherfield-inf.notts.sch.uk,ok,77857,netherfield-inf.notts.sch.uk,1
head@nethergreen-jun.sheffield.sch.uk,invalid,61777,nethergreen-jun.sheffield.sch.uk,1
head@netherhall.leicester.sch.uk,invalid,75984,netherhall.leicester.sch.uk,1
head@netherhallschool.org,catch_all,77405,netherhallschool.org,1
head@nethersole.bdmat.org.uk,ok,70988,nethersole.bdmat.org.uk,1
head@netherthorpe.derbyshire.sch.uk,catch_all,67963,netherthorpe.derbyshire.sch.uk,1
head@nethertonmoss.co.uk,ok,60009,nethertonmoss.co.uk,1
head@nethinf.cumbria.sch.uk,invalid,66747,nethinf.cumbria.sch.uk,1
head@netley.camden.sch.uk,invalid,54859,netley.camden.sch.uk,1
head@netleymarsh.hants.sch.uk,invalid,71925,netleymarsh.hants.sch.uk,1
head@nettlestoneprimaryschool.co.uk,invalid,72869,nettlestoneprimaryschool.co.uk,1
head@nettleworth.notts.sch.uk,ok,77838,nettleworth.notts.sch.uk,1
head@newarkhillacademy.org,invalid,74017,newarkhillacademy.org,1
head@newarkorchard.notts.sch.uk,ok,58351,newarkorchard.notts.sch.uk,1
head@newbaldprimary.co.uk,invalid,72750,newbaldprimary.co.uk,1
head@newbold.outwood.com,invalid,76875,newbold.outwood.com,1
head@newbolsover.derbyshire.sch.uk,catch_all,66973,newbolsover.derbyshire.sch.uk,1
head@newbrancepethprimary.org.uk,invalid,75092,newbrancepethprimary.org.uk,1
head@newbridge.org.uk,invalid,68301,newbridge.org.uk,1
head@newbridgegroup.org,invalid,70627,newbridgegroup.org,1
head@newbridgeprepschool.org.uk,invalid,59817,newbridgeprepschool.org.uk,1
head@newbrighton.wirral.sch.uk,invalid,60084,newbrighton.wirral.sch.uk,1
head@newburnmanor-nur.newcastle.sch.uk,invalid,62317,newburnmanor-nur.newcastle.sch.uk,1
head@newburypark.redbridge.sch.uk,invalid,57122,newburypark.redbridge.sch.uk,1
head@newcastleprep.co.uk,invalid,62354,newcastleprep.co.uk,1
head@newcity.boleyntrust.org,invalid,63195,newcity.boleyntrust.org,1
head@newclose.wilts.sch.uk,catch_all,62877,newclose.wilts.sch.uk,1
head@newcollege.leicester.sch.uk,invalid,58733,newcollege.leicester.sch.uk,1
head@newcollegeschool.org,invalid,78146,newcollegeschool.org,1
head@newcraighall.edin.sch.uk,invalid,81712,newcraighall.edin.sch.uk,1
head@newdelaval.northumberland.sch.uk,invalid,77784,newdelaval.northumberland.sch.uk,1
head@new-direction.org.uk,invalid,60822,new-direction.org.uk,1
head@newdirections.newham.sch.uk,invalid,60979,newdirections.newham.sch.uk,1
head@newdur.ac.uk,catch_all,58199,newdur.ac.uk,1
head@newend.camden.sch.uk,ok,54860,newend.camden.sch.uk,1
head@newent.gloucs.sch.uk,invalid,70673,newent.gloucs.sch.uk,1
head@newentfed.org,ok,69580,newentfed.org,1
head@newfield.blackburn.sch.uk,invalid,58775,newfield.blackburn.sch.uk,1
head@newforestsmallschool.com,invalid,62519,newforestsmallschool.com,1
head@newhallacademy.org,ok,65638,newhallacademy.org,1
head@newhallinfants.co.uk,invalid,67060,newhallinfants.co.uk,1
head@newhall-jun.derbyshire.sch.uk,ok,67059,newhall-jun.derbyshire.sch.uk,1
head@newhallschool.co.uk,invalid,69381,newhallschool.co.uk,1
head@newhartley.northumberland.sch.uk,invalid,77766,newhartley.northumberland.sch.uk,1
head@new-haw.surrey.sch.uk,ok,74464,new-haw.surrey.sch.uk,1
head@new-hinksey.oxon.sch.uk,invalid,78087,new-hinksey.oxon.sch.uk,1
head@newhorizonschildrensacademy.org.uk,catch_all,73876,newhorizonschildrensacademy.org.uk,1
head@newhorizonschool.co.uk,invalid,56462,newhorizonschool.co.uk,1
head@newhorizonslc.org.uk,invalid,61378,newhorizonslc.org.uk,1
head@newingateschool.co.uk,invalid,75426,newingateschool.co.uk,1
head@newlands.leics.sch.uk,invalid,75872,newlands.leics.sch.uk,1
head@newlandsprimary.co.uk,ok,59101,newlandsprimary.co.uk,1
head@newleaf.walsall.sch.uk,invalid,60851,newleaf.walsall.sch.uk,1
head@new-leake.lincs.sch.uk,invalid,76036,new-leake.lincs.sch.uk,1
head@newlevel.org.uk,invalid,79104,newlevel.org.uk,1
head@newlinelearning.com,invalid,61193,newlinelearning.com,1
head@newman.cumbria.sch.uk,invalid,66917,newman.cumbria.sch.uk,1
head@newmanrc.oldham.sch.uk,ok,64750,newmanrc.oldham.sch.uk,1
head@newmarketacademy.co.uk,catch_all,74269,newmarketacademy.co.uk,1
head@newmills-nur.derbyshire.sch.uk,invalid,66952,newmills-nur.derbyshire.sch.uk,1
head@newparkprimary.com,invalid,63187,newparkprimary.com,1
head@newport.essex.sch.uk,ok,69254,newport.essex.sch.uk,1
head@newport.waltham.sch.uk,invalid,57254,newport.waltham.sch.uk,1
head@newportcepri.iow.sch.uk,invalid,72896,newportcepri.iow.sch.uk,1
head@newquayprimary.net,ok,74784,newquayprimary.net,1
head@newroad.medway.sch.uk,invalid,72944,newroad.medway.sch.uk,1
head@newschoolcanterbury.co.uk,invalid,69769,newschoolcanterbury.co.uk,1
head@newshamprimary.co.uk,invalid,77785,newshamprimary.co.uk,1
